restaurant_name,rating,reviews_given,restaurant_location,cuisines,average_cost_for_two,order_category,city,restaurant_category,has_online_order,has_table_booking,num_cuisines
The Zaika Of Banaras,3.3,26,Marathahalli,"North Indian, Street Food",350.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Aapni Rasoi,3.2,127,Bellandur,North Indian,400.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Tapout Tavern,4.1,332,Sarjapur Road,"American, Asian, Continental, North Indian, South Indian, Chinese",1200.0,Delivery,Sarjapur Road,Casual Dining,1,1,6
Shanghai Bistro,4.1,251,Sarjapur Road,"Chinese, Thai, Vietnamese",800.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Mishmash,3.9,1252,HSR,"Mediterranean, Continental, North Indian, Mughlai, Salad",1400.0,Delivery,Sarjapur Road,Casual Dining,1,0,5
Tipsy Bull - The Bar Exchange,4.4,2232,Bellandur,"North Indian, Chinese, Continental, Mexican",1400.0,Delivery,Sarjapur Road,Bar,1,1,4
Happy Eats,0.0,0,Sarjapur Road,"North Indian, Continental",300.0,Delivery,Sarjapur Road,Delivery,1,0,2
Eating Love,4.3,160,Sarjapur Road,"Cafe, Italian, Pizza",800.0,Delivery,Sarjapur Road,Cafe,1,0,3
Laziz Pizza,3.7,27,Sarjapur Road,"Sandwich, Fast Food, Pizza",350.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Kabab Mandra,2.9,242,Sarjapur Road,"North Indian, Chinese, Rolls",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Chicken Man,3.7,48,Bellandur,"Roast Chicken, Burger",400.0,Delivery,Sarjapur Road,Kiosk,1,0,2
Hoot,4.2,7330,Sarjapur Road,"Continental, Italian, North Indian",1400.0,Delivery,Sarjapur Road,Microbrewery,1,1,3
T Square,3.2,5,Sarjapur Road,"Fast Food, Street Food",200.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Club Food,0.0,0,Sarjapur Road,"North Indian, Chinese",250.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
The Irish House,4.2,858,Bellandur,"European, American",1700.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Mak n Vak - Fyn,3.9,342,HSR,"North Indian, Chinese",500.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Ruh,4.0,3056,Bellandur,"North Indian, Mughlai, Mediterranean, Iranian",1000.0,Delivery,Sarjapur Road,Casual Dining,0,1,4
Bawarchi Khaana,3.3,56,Bellandur,"North Indian, Chinese",600.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Night Diaries,3.1,16,Whitefield,North Indian,300.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Hashery Family Restaurant,3.3,11,Sarjapur Road,"North Indian, South Indian, Arabian",600.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Get Ur Fix,0.0,0,Marathahalli,"Fast Food, Beverages",300.0,Delivery,Sarjapur Road,Food Court,0,0,2
Juice n Cafe,0.0,0,Sarjapur Road,"Burger, Sandwich, Beverages, Juices",150.0,Delivery,Sarjapur Road,Quick Bites,0,0,4
Hotel Sapthagiri,3.6,13,Marathahalli,"Andhra, North Indian, Chinese",700.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Oz Pies,3.8,37,Bellandur,"Australian, Continental",400.0,Delivery,Sarjapur Road,Delivery,1,0,2
Tandoori Club,3.8,32,HSR,"North Indian, Chinese, Continental",750.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Jhanavi Restaurant,0.0,0,Sarjapur Road,"North Indian, Chinese, Rolls",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Xtreme Sports Bar,4.0,977,Sarjapur Road,"Continental, Chinese, North Indian",1500.0,Delivery,Sarjapur Road,Pub,1,1,3
Nayi Dilli by Anand Sweets,4.0,120,Sarjapur Road,"North Indian, Chinese",1000.0,Delivery,Sarjapur Road,Casual Dining,0,1,2
Up Shawarma,3.4,14,Bellandur,Arabian,150.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Happy Eat,0.0,0,Sarjapur Road,"Biryani, Chinese, North Indian",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Bunker Restaurant,3.7,29,Sarjapur Road,"North Indian, South Indian, Fast Food, Momos",300.0,Delivery,Sarjapur Road,Quick Bites,0,0,4
Kettle & Kegs,3.3,9,Sarjapur Road,"Tea, Beverages",200.0,Delivery,Sarjapur Road,Delivery,1,0,2
Unico,3.7,66,Bellandur,"North Indian, Biryani, Chinese",550.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Eat N Drinks,3.4,9,Bellandur,"Kerala, Beverages",150.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Corner Huts,3.8,33,Bellandur,"North Indian, Chinese, Biryani, South Indian",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,4
Dosa Time,3.8,111,Sarjapur Road,South Indian,200.0,Delivery,Sarjapur Road,Takeaway,1,0,1
Five Senses,0.0,0,Bellandur,"North Indian, Fast Food, Chinese",500.0,Delivery,Sarjapur Road,Takeaway,1,0,3
Royale Dine,3.5,19,Sarjapur Road,"North Indian, South Indian, Biryani",600.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Home Tiff-INN's,3.6,18,Sarjapur Road,"South Indian, Chettinad",250.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Eatwell Restaurant,3.0,8,Sarjapur Road,"Biryani, Chinese, North Indian",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Kaka Singh,2.6,43,Bellandur,North Indian,550.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
Light House Cafe,3.6,94,Marathahalli,"Cafe, Beverages, Continental, North Indian, Chinese",700.0,Delivery,Sarjapur Road,Cafe,0,0,5
Hotel Shreekshetra,3.6,10,Sarjapur Road,"North Indian, Chinese",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Payohima Ice Creams,3.9,20,Sarjapur Road,Desserts,300.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,1
Tea Totallers,3.0,19,Bellandur,"Cafe, Continental, Tea",500.0,Delivery,Sarjapur Road,Cafe,1,0,3
Mirapakaya,0.0,0,Bellandur,"South Indian, Fast Food",300.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
ReadyBowl,3.6,76,Bellandur,"Andhra, South Indian, North Indian, Biryani",300.0,Delivery,Sarjapur Road,Takeaway,1,0,4
The Paratha Stories,3.3,38,Koramangala 1st Block,North Indian,400.0,Delivery,Sarjapur Road,Delivery,1,0,1
Biryani Hut,3.6,10,Sarjapur Road,"North Indian, Biryani",300.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Zaikedar Kitchen,3.3,18,HSR,North Indian,400.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Khan Saheb Grills And Rolls,3.2,136,Sarjapur Road,"Biryani, Fast Food, Rolls",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Wood Castle,3.5,14,Sarjapur Road,"North Indian, Chinese, Beverages",400.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Kawaii,3.9,149,HSR,"Desserts, Ice Cream",500.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Kritunga Restaurant,2.7,344,Sarjapur Road,"Andhra, Biryani",600.0,Delivery,Sarjapur Road,Casual Dining,0,0,2
The Twenty Handmade Chocolates,3.8,30,HSR,Desserts,300.0,Delivery,Sarjapur Road,Confectionery,1,0,1
Asia In A Box,3.1,10,Bellandur,"Thai, Asian",550.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
B.M.W - Bhookh Mitaane Wala,3.7,512,Koramangala 1st Block,"North Indian, South Indian, Chinese",500.0,Delivery,Sarjapur Road,Delivery,1,0,3
Silsila Restaurant,3.7,31,Sarjapur Road,"Chinese, North Indian",600.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Flavours - Octave Hotel & Spa,3.0,197,Sarjapur Road,"North Indian, Chinese",700.0,Delivery,Sarjapur Road,Casual Dining,0,0,2
Atithi Grand,0.0,0,Sarjapur Road,South Indian,250.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
The Chef Couple,3.4,17,Sarjapur Road,"North Indian, Mughlai, Chinese",750.0,Delivery,Sarjapur Road,Casual Dining,0,0,3
Lucknow Central,3.0,23,Marathahalli,North Indian,350.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Lovely Knights,3.5,358,Bellandur,"North Indian, Chinese",500.0,Delivery,Sarjapur Road,Delivery,1,0,2
Sri Vasavi Restaurant,3.6,30,Bellandur,"Chinese, Biryani",250.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Flavors of India,3.7,37,Bellandur,"Chinese, North Indian, Salad, Fast Food",1500.0,Delivery,Sarjapur Road,Casual Dining,1,1,4
Archana's First Crush,3.7,32,Sarjapur Road,"Bakery, Desserts",400.0,Delivery,Sarjapur Road,Bakery,1,0,2
A La Carte Restaurant,0.0,0,Sarjapur Road,"Chinese, North Indian",500.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Andhra & Chettinad Cuisine,0.0,0,Sarjapur Road,"South Indian, Andhra, Biryani",500.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Nukkad,3.0,106,Bellandur,"North Indian, Chinese",500.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Ivy Park,3.5,38,Sarjapur Road,"South Indian, Kerala, North Indian, Chinese",500.0,Delivery,Sarjapur Road,Casual Dining,0,0,4
The Lakefront Kitchen,3.7,19,Electronic City,"North Indian, Chinese, Mughlai",600.0,Delivery,Sarjapur Road,Casual Dining,0,0,3
Take EAT Easy,3.6,20,Sarjapur Road,North Indian,200.0,Delivery,Sarjapur Road,Takeaway,1,0,1
Delicate Bites,0.0,0,Sarjapur Road,"Bakery, Desserts",300.0,Delivery,Sarjapur Road,Delivery,0,0,2
Payohima,0.0,0,Sarjapur Road,"South Indian, Ice Cream",1000.0,Delivery,Sarjapur Road,Casual Dining,0,0,2
Atithi Aharadhama,3.2,4,Sarjapur Road,South Indian,200.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Mane Ruchii,0.0,0,Sarjapur Road,"South Indian, Chinese, Kebab",400.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Onety 1,0.0,0,Sarjapur Road,"Chinese, Fast Food, Biryani",300.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Bonfooder,3.8,36,Sarjapur Road,North Indian,400.0,Delivery,Sarjapur Road,Delivery,1,0,1
Cafe At The Atelier,4.2,510,Sarjapur Road,"Cafe, Continental, Italian, Salad",800.0,Delivery,Sarjapur Road,Cafe,1,0,4
Chaska Box,3.3,4,Sarjapur Road,"Bakery, Desserts",1400.0,Delivery,Sarjapur Road,Takeaway,0,0,2
Cupcake Noggins,3.9,179,Sarjapur Road,"Desserts, Bakery",300.0,Delivery,Sarjapur Road,Dessert Parlor,0,0,2
VegiGate,0.0,0,Sarjapur Road,"Cafe, Chinese",500.0,Delivery,Sarjapur Road,Cafe,0,0,2
Halli Mane Biriyani,3.2,4,Sarjapur Road,"South Indian, Biryani",150.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Goodness! Beverages,0.0,0,Sarjapur Road,Beverages,250.0,Delivery,Sarjapur Road,Beverage Shop,0,0,1
Grandma's Recipe,3.9,51,Sarjapur Road,"Biryani, Kebab, Kerala",400.0,Delivery,Sarjapur Road,Takeaway,0,0,3
Heavenly Desserts,3.6,11,Sarjapur Road,Bakery,300.0,Delivery,Sarjapur Road,Bakery,0,0,1
New Andhra Spicy,3.6,11,Bellandur,"North Indian, Chinese, Andhra, South Indian, Biryani",200.0,Delivery,Sarjapur Road,Unknown,1,0,5
Eatsomnia,3.5,436,Koramangala 1st Block,"North Indian, South Indian, Chinese, Continental",500.0,Delivery,Sarjapur Road,Delivery,1,0,4
Hash Caff Restaurant,3.4,10,Sarjapur Road,"South Indian, Chinese",300.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Sapfresh,0.0,0,Sarjapur Road,Beverages,150.0,Delivery,Sarjapur Road,Delivery,0,0,1
Punjabi Last Stand,0.0,0,Sarjapur Road,North Indian,300.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
The Dreamy Oven,3.7,25,Sarjapur Road,"Bakery, Salad",600.0,Delivery,Sarjapur Road,Bakery,0,0,2
Neema Restaurant,3.3,4,Sarjapur Road,"Chinese, Nepalese, Tibetan",500.0,Delivery,Sarjapur Road,Casual Dining,0,0,3
Andhra Vantillu,0.0,0,Sarjapur Road,South Indian,200.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
RJ Kitchen,0.0,0,Sarjapur Road,North Indian,300.0,Delivery,Sarjapur Road,Takeaway,0,0,1
Diana Fast Food Center,0.0,0,Sarjapur Road,"Bengali, Chinese, Fast Food, Kebab, North Indian, Oriya, Rolls, Tea",200.0,Delivery,Sarjapur Road,Quick Bites,0,0,8
Biggies Burger 'n' More,0.0,0,Sarjapur Road,"Burger, Fast Food",400.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Mangala Hotel,0.0,0,Sarjapur Road,South Indian,100.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Runiq,0.0,0,Sarjapur Road,North Indian,300.0,Delivery,Sarjapur Road,Delivery,0,0,1
C R Mangalore Bakery,0.0,0,Sarjapur Road,Bakery,300.0,Delivery,Sarjapur Road,Bakery,0,0,1
Ritzbake,0.0,0,Sarjapur Road,"Bakery, Desserts",300.0,Delivery,Sarjapur Road,Bakery,0,0,2
Cafe Petu,0.0,0,Sarjapur Road,"North Indian, Chinese, Italian",300.0,Delivery,Sarjapur Road,Delivery,0,0,3
Punjabi Paratha House,0.0,0,Sarjapur Road,North Indian,300.0,Delivery,Sarjapur Road,Delivery,0,0,1
La Mirch,0.0,0,Sarjapur Road,"North Indian, Kashmiri",400.0,Delivery,Sarjapur Road,Delivery,0,0,2
Bathinda Junction,0.0,0,Sarjapur Road,"North Indian, Mughlai",600.0,Delivery,Sarjapur Road,Delivery,1,0,2
Baba Da Dhaba,3.6,33,Sarjapur Road,North Indian,650.0,Delivery,Sarjapur Road,Casual Dining,0,1,1
Al Zaiqa Hotel,3.4,14,Marathahalli,"Chinese, South Indian, Fast Food",200.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Paratha Plaza,3.5,68,Sarjapur Road,North Indian,250.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
The Shed,0.0,0,Sarjapur Road,"Cafe, Fast Food",400.0,Delivery,Sarjapur Road,Cafe,0,0,2
Delish Multi Cuisine Andhra Style Restaurant,0.0,0,Sarjapur Road,"Andhra, Chinese, South Indian, North Indian",600.0,Delivery,Sarjapur Road,Casual Dining,0,0,4
Zaika of North,0.0,0,Sarjapur Road,"North Indian, Chinese",500.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Harbour 4,0.0,0,Sarjapur Road,"Chinese, Charcoal Chicken, North Indian",400.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Fine Day,3.1,5,Sarjapur Road,"Biryani, Andhra, North Indian",500.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Burger Crush,3.2,4,Sarjapur Road,Fast Food,500.0,Delivery,Sarjapur Road,Delivery,0,0,1
Biryani Treat,0.0,0,Sarjapur Road,Biryani,400.0,Delivery,Sarjapur Road,Takeaway,0,0,1
Cranganore House,3.4,11,Sarjapur Road,Seafood,400.0,Delivery,Sarjapur Road,Takeaway,0,0,1
Happy House Restaurant,3.1,41,Sarjapur Road,"Kerala, North Indian, Italian, Thai",600.0,Delivery,Sarjapur Road,Casual Dining,0,0,4
Juice Berg,3.3,4,Sarjapur Road,Juices,200.0,Delivery,Sarjapur Road,Beverage Shop,0,0,1
Food Express,0.0,0,Sarjapur Road,North Indian,250.0,Delivery,Sarjapur Road,Delivery,0,0,1
Sanyogita's,3.2,4,Sarjapur Road,North Indian,300.0,Delivery,Sarjapur Road,Delivery,0,0,1
North Met South,0.0,0,Sarjapur Road,"North Indian, South Indian",800.0,Delivery,Sarjapur Road,Casual Dining,1,1,2
Nandhini Deluxe,2.8,110,Sarjapur Road,"Andhra, North Indian",800.0,Delivery,Sarjapur Road,Casual Dining,0,0,2
Visantoe,0.0,0,Marathahalli,"Steak, Continental",500.0,Delivery,Sarjapur Road,Food Court,1,0,2
Kabab Ghar,3.1,11,Bellandur,"Biryani, North Indian, Kebab",600.0,Delivery,Sarjapur Road,Takeaway,1,0,3
Santo's,0.0,0,Marathahalli,North Indian,500.0,Delivery,Sarjapur Road,Food Court,1,0,1
Punjabi Unplugged,0.0,0,HSR,North Indian,500.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Mont Blanc Cafe,3.8,37,Bellandur,"Cafe, Bakery, Italian",650.0,Delivery,Sarjapur Road,Cafe,1,0,3
Vishal Foods,0.0,0,Bellandur,Fast Food,300.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Dosa Time,0.0,0,Sarjapur Road,South Indian,150.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Swathi Deluxe,3.9,228,Marathahalli,"North Indian, Seafood, Chinese, Biryani",750.0,Delivery,Sarjapur Road,Casual Dining,1,1,4
Nite Out,3.9,354,Sarjapur Road,"North Indian, Chinese, Biryani",500.0,Delivery,Sarjapur Road,Delivery,1,0,3
Lazeez Corner,3.1,7,Bommanahalli,"North Indian, Mughlai, Chinese",500.0,Delivery,Sarjapur Road,Quick Bites,1,0,3
Ultra Biriyani Paradise,3.2,4,Sarjapur Road,Biryani,300.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Crunch Pizzas,2.5,52,Bellandur,"Italian, Pizza",600.0,Delivery,Sarjapur Road,Takeaway,0,0,2
Mughal Samraj,3.2,9,Bellandur,Fast Food,600.0,Delivery,Sarjapur Road,Casual Dining,1,0,1
Just Delhiwala,3.8,81,Bellandur,North Indian,300.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Peek a Brew,3.8,29,Sarjapur Road,"Fast Food, Beverages",400.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
That Garage Cafe,3.4,105,HSR,"North Indian, Chinese, BBQ",700.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Lluvia Bakery,3.4,11,Sarjapur Road,Bakery,350.0,Delivery,Sarjapur Road,Takeaway,1,0,1
Atithi Food Park,0.0,0,Marathahalli,"South Indian, North Indian, Chinese",450.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Biryani Rooh-e-Khaas,4.2,30,HSR,"Biryani, Mughlai",500.0,Delivery,Sarjapur Road,Delivery,1,0,2
Helloo Delhi,3.2,34,Sarjapur Road,North Indian,1000.0,Delivery,Sarjapur Road,Unknown,1,0,1
Eden Huts Restaurant,4.0,223,Bellandur,"Chinese, North Indian",400.0,Delivery,Sarjapur Road,Casual Dining,0,0,2
Tandoori Ghar,0.0,0,Bellandur,"North Indian, Chinese, Biryani",400.0,Delivery,Sarjapur Road,Casual Dining,0,0,3
Apsara Ice Cream,4.1,90,Bellandur,"Ice Cream, Desserts",200.0,Delivery,Sarjapur Road,Dessert Parlor,0,0,2
Biriyani's & Curries,0.0,0,Bellandur,"Andhra, Biryani",400.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Delight Foods,0.0,0,Bellandur,"Andhra, Beverages, Biryani, Chinese, Fast Food, Hyderabadi, North Indian, South Indian",750.0,Delivery,Sarjapur Road,Takeaway,0,0,8
Bhagini,2.3,132,Bellandur,"Andhra, South Indian, Chinese, North Indian",800.0,Delivery,Sarjapur Road,Casual Dining,0,0,4
Ammi's Biryani,2.8,43,Bellandur,"Biryani, North Indian",500.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Chef's Gallery,3.5,95,Bellandur,"Chinese, Italian, North Indian",700.0,Delivery,Sarjapur Road,Casual Dining,0,0,3
Hyderabad Biryaani Palace,3.5,13,Bellandur,"Chinese, South Indian, North Indian, Biryani",700.0,Delivery,Sarjapur Road,Casual Dining,0,0,4
Punjabi,0.0,0,Bellandur,"North Indian, Chinese",500.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Gowdaaa Mane Oota,3.4,7,Bellandur,South Indian,200.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Mast Kalandar,2.1,338,Bellandur,North Indian,450.0,Delivery,Sarjapur Road,Casual Dining,0,0,1
Lazeez,2.7,53,Bellandur,"North Indian, Mughlai, Biryani",600.0,Delivery,Sarjapur Road,Takeaway,0,0,3
Teekhi Mirrchi,0.0,0,Bellandur,"Chinese, North Indian",700.0,Delivery,Sarjapur Road,Takeaway,0,0,2
Ghar Ka Chulha,0.0,0,Marathahalli,North Indian,150.0,Delivery,Sarjapur Road,Delivery,0,0,1
Basaveshwara Khanavali,0.0,0,Bellandur,North Indian,200.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Parathabox,3.8,63,Bellandur,"Fast Food, North Indian",150.0,Delivery,Sarjapur Road,Delivery,0,0,2
Best Biryani,0.0,0,Bellandur,"North Indian, Biryani, Desserts",300.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Yummy Punjabi Delight,3.2,6,Bellandur,North Indian,500.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Pots N Pans,3.3,5,Bellandur,"North Indian, Chinese, Biryani",600.0,Delivery,Sarjapur Road,Delivery,0,0,3
Paani Puri Adda,0.0,0,Bellandur,North Indian,300.0,Delivery,Sarjapur Road,Delivery,0,0,1
Eat Well,3.0,39,Marathahalli,"North Indian, Chinese",400.0,Delivery,Sarjapur Road,Delivery,1,0,2
Mast Biryani - Fresh Indian Kitchen,3.2,4,Bellandur,"Biryani, North Indian, Mughlai, Fast Food",500.0,Delivery,Sarjapur Road,Takeaway,0,0,4
Palki's,3.0,155,Bellandur,"North Indian, Biryani",800.0,Delivery,Sarjapur Road,Casual Dining,0,0,2
Spicy Hub,3.0,26,Bellandur,North Indian,400.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Ramana Hotel,0.0,0,Bellandur,"South Indian, North Indian",300.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Tyohaar Restaurant,0.0,0,Bellandur,"Hyderabadi, Biryani",400.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Biryani Treat,0.0,0,Bellandur,Biryani,400.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Sona's Kitchen,0.0,0,Bellandur,North Indian,300.0,Delivery,Sarjapur Road,Takeaway,0,0,1
Five Satr Chiken,0.0,0,Bellandur,Fast Food,300.0,Delivery,Sarjapur Road,Quick Bites,0,0,1
Spice Garden by Dum Mast Biryani,3.2,59,Bellandur,"North Indian, South Indian, Biryani, Continental",550.0,Delivery,Sarjapur Road,Casual Dining,0,0,4
Andhra Spice,0.0,0,Sarjapur Road,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",600.0,Delivery,Sarjapur Road,Casual Dining,0,0,6
Sardar Ka Chullah,3.3,7,Marathahalli,North Indian,400.0,Delivery,Sarjapur Road,Food Court,0,0,1
Court Cafe,0.0,0,Sarjapur Road,"Fast Food, Beverages",300.0,Delivery,Sarjapur Road,Quick Bites,0,0,2
Punjabi Home Made Food,3.3,7,Bellandur,North Indian,400.0,Delivery,Sarjapur Road,Quick Bites,1,0,1
Health Gourmet,3.8,117,Sarjapur Road,"Continental, American, Mediterranean, Healthy Food",600.0,Delivery,Sarjapur Road,Takeaway,1,0,4
Wang's Xanadu Momo,3.8,14,HSR,"Tibetan, Chinese, Momos",250.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Taza Tawa,3.2,41,Sarjapur Road,"North Indian, Chinese, Kebab, Beverages",550.0,Delivery,Sarjapur Road,Casual Dining,0,0,4
Food Singh,0.0,0,Sarjapur Road,North Indian,500.0,Delivery,Sarjapur Road,Delivery,1,0,1
Chination,3.6,5,Sarjapur Road,Chinese,600.0,Delivery,Sarjapur Road,Delivery,1,0,1
Chriz Cafe,3.5,11,Sarjapur Road,"South Indian, Biryani",400.0,Delivery,Sarjapur Road,Takeaway,1,0,2
Lassi & More,0.0,0,HSR,"Beverages, Fast Food",150.0,Delivery,Sarjapur Road,Beverage Shop,1,0,2
Nawab-E-Khana,0.0,0,Bellandur,"North Indian, Biryani",500.0,Delivery,Sarjapur Road,Takeaway,1,0,2
Aaha Andhra,3.7,11,Bellandur,"Andhra, Biryani, North Indian",900.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Mint Spice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,3.0,12,Bellandur,"North Indian, Chinese",500.0,Delivery,Sarjapur Road,Casual Dining,1,0,2
Rolls On Wheels,3.5,134,Sarjapur Road,"Fast Food, Rolls, Momos",300.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Sana's Restaurant,3.3,19,Sarjapur Road,"Biryani, Chettinad, South Indian, Chinese",600.0,Delivery,Sarjapur Road,Quick Bites,1,0,4
Gifts N Surprise,0.0,0,Electronic City,Bakery,500.0,Delivery,Sarjapur Road,Bakery,0,0,1
Butter Side Up,4.1,111,Bellandur,"Desserts, Bakery",600.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
MK Dabbawala,2.8,23,Sarjapur Road,North Indian,400.0,Delivery,Sarjapur Road,Takeaway,0,0,1
Madurai Veg Kitchen,0.0,0,Bellandur,"North Indian, Chinese, South Indian",200.0,Delivery,Sarjapur Road,Takeaway,1,0,3
Waffle Stories,0.0,0,HSR,"Desserts, Beverages",300.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,2
Foodzoo,3.6,123,HSR,"North Indian, Chinese, Street Food",300.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Mumbai Kulfi,4.0,92,HSR,Ice Cream,100.0,Delivery,Sarjapur Road,Dessert Parlor,1,0,1
Tastebuds,3.7,23,Sarjapur Road,"Bakery, Fast Food",300.0,Delivery,Sarjapur Road,Bakery,1,0,2
Punjabi Chulla,3.3,12,Bellandur,North Indian,300.0,Delivery,Sarjapur Road,Delivery,1,0,1
Rolls Kitchen,3.2,7,Marathahalli,"Fast Food, Rolls",250.0,Delivery,Sarjapur Road,Quick Bites,1,0,2
Wow Vada Pav,3.7,40,HSR,"Street Food, Burger, Fast Food",150.0,Delivery,Sarjapur Road,Quick Bites,0,0,3
Freshkicho,3.8,24,Bellandur,"North Indian, South Indian, Chinese",200.0,Delivery,Sarjapur Road,Delivery,0,0,3
Health Zingo,3.8,373,Bellandur,"North Indian, Salad, Healthy Food",600.0,Delivery,Sarjapur Road,Casual Dining,0,0,3
CakeZone,3.7,21,Bellandur,"Bakery, Desserts",500.0,Delivery,Sarjapur Road,Bakery,0,0,2
Food Theory,3.0,88,Bellandur,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500.0,Delivery,Sarjapur Road,Unknown,0,0,6
Gooey & Fluffy,0.0,0,Bellandur,"Desserts, Bakery",200.0,Delivery,Sarjapur Road,Delivery,0,0,2
Kerala Tiffin,0.0,0,Bellandur,South Indian,400.0,Delivery,Sarjapur Road,Takeaway,0,0,1
Imperio Cafe,3.9,23,Whitefield,"Cafe, Fast Food, Pizza, Burger, Beverages",200.0,Delivery,Sarjapur Road,Quick Bites,0,0,5
Burrito Boys,2.7,39,Bellandur,"Mexican, Tex-Mex",330.0,Delivery,Sarjapur Road,Food Court,0,0,2
Sri Murali Krishna,0.0,0,Bellandur,"North Indian, Chinese, Biryani",600.0,Delivery,Sarjapur Road,Casual Dining,1,0,3
Cafe Daily Bread,3.7,128,Bellandur,"Bakery, Fast Food, Italian",600.0,Delivery,Sarjapur Road,Bakery,0,0,3
Lassi Corner,3.4,12,Bellandur,"Beverages, Desserts",150.0,Delivery,Sarjapur Road,Beverage Shop,0,0,2
